timestamp,name,symbol,ref_cur,close,volume,market_cap
2016-01-01 23:59:59,Bitcoin,BTC,USD,434.334014892578,36278900.0,6529299588.6
2016-01-02 23:59:59,Bitcoin,BTC,USD,433.43798828125,30096600.0,6517390487.0
2016-01-03 23:59:59,Bitcoin,BTC,USD,430.010986328125,39633800.0,6467429941.65
2016-01-04 23:59:59,Bitcoin,BTC,USD,433.091003417969,38477500.0,6515713340.43
2016-01-05 23:59:59,Bitcoin,BTC,USD,431.959991455078,34522600.0,6500393256.0
2016-01-06 23:59:59,Bitcoin,BTC,USD,429.105010986328,34042500.0,6458942098.12
2016-01-07 23:59:59,Bitcoin,BTC,USD,458.048004150391,87562200.0,6896279078.4
2016-01-08 23:59:59,Bitcoin,BTC,USD,453.230010986328,56993000.0,6825700453.75
2016-01-09 23:59:59,Bitcoin,BTC,USD,447.610992431641,32278000.0,6742767342.9
2016-01-10 23:59:59,Bitcoin,BTC,USD,447.990997314453,35995900.0,6750440385.75
2016-01-11 23:59:59,Bitcoin,BTC,USD,448.428009033203,40450000.0,6758931030.0
2016-01-12 23:59:59,Bitcoin,BTC,USD,435.690002441406,115607000.0,6568800099.75
2016-01-13 23:59:59,Bitcoin,BTC,USD,432.371002197266,173888000.0,6520360056.22
2016-01-14 23:59:59,Bitcoin,BTC,USD,430.305999755859,43945500.0,6490638885.15
2016-01-15 23:59:59,Bitcoin,BTC,USD,364.330993652344,153351008.0,5496598039.07
2016-01-16 23:59:59,Bitcoin,BTC,USD,387.536010742188,120352000.0,5848063566.0
2016-01-17 23:59:59,Bitcoin,BTC,USD,382.299011230469,45319600.0,5770478450.85
2016-01-18 23:59:59,Bitcoin,BTC,USD,387.167999267578,54403900.0,5845656048.0
2016-01-19 23:59:59,Bitcoin,BTC,USD,380.148986816406,46819800.0,5740934168.2
2016-01-20 23:59:59,Bitcoin,BTC,USD,420.230010986328,121720000.0,6347836793.75
2016-01-21 23:59:59,Bitcoin,BTC,USD,410.261993408203,68338000.0,6198658814.55
2016-01-22 23:59:59,Bitcoin,BTC,USD,382.492004394531,91546600.0,5780764155.1
2016-01-23 23:59:59,Bitcoin,BTC,USD,387.490997314453,56247400.0,5858059876.18
2016-01-24 23:59:59,Bitcoin,BTC,USD,402.971008300781,54824800.0,6093787907.65
2016-01-25 23:59:59,Bitcoin,BTC,USD,391.726013183594,59062400.0,5925345407.5
2016-01-26 23:59:59,Bitcoin,BTC,USD,392.153015136719,58147000.0,5933372928.25
2016-01-27 23:59:59,Bitcoin,BTC,USD,394.971984863281,47424400.0,5977545745.2
2016-01-28 23:59:59,Bitcoin,BTC,USD,380.289001464844,59247900.0,5756710302.52
2016-01-29 23:59:59,Bitcoin,BTC,USD,379.473999023438,86125296.0,5745985821.15
2016-01-30 23:59:59,Bitcoin,BTC,USD,378.255004882812,30284400.0,5729296095.75
2016-01-31 23:59:59,Bitcoin,BTC,USD,368.766998291016,37894300.0,5587253351.23
2016-02-01 23:59:59,Bitcoin,BTC,USD,373.055999755859,51656700.0,5653747617.6
2016-02-02 23:59:59,Bitcoin,BTC,USD,374.447998046875,40378700.0,5676528706.8
2016-02-03 23:59:59,Bitcoin,BTC,USD,369.949005126953,45933400.0,5609971377.07
2016-02-04 23:59:59,Bitcoin,BTC,USD,389.593994140625,69285504.0,5909517629.6
2016-02-05 23:59:59,Bitcoin,BTC,USD,386.549011230469,43825000.0,5865136968.17
2016-02-06 23:59:59,Bitcoin,BTC,USD,376.522003173828,49249300.0,5714879155.15
2016-02-07 23:59:59,Bitcoin,BTC,USD,376.619995117188,37076300.0,5718023734.5
2016-02-08 23:59:59,Bitcoin,BTC,USD,373.446990966797,47671100.0,5671240831.4
2016-02-09 23:59:59,Bitcoin,BTC,USD,376.028991699219,55318500.0,5712106127.4
2016-02-10 23:59:59,Bitcoin,BTC,USD,381.648986816406,85130896.0,5799042060.3
2016-02-11 23:59:59,Bitcoin,BTC,USD,379.653991699219,74375600.0,5770550973.0
2016-02-12 23:59:59,Bitcoin,BTC,USD,384.263000488281,67042800.0,5842238586.25
2016-02-13 23:59:59,Bitcoin,BTC,USD,391.859985351562,61911700.0,5959279525.5
2016-02-14 23:59:59,Bitcoin,BTC,USD,407.230010986328,74469800.0,6194711494.75
2016-02-15 23:59:59,Bitcoin,BTC,USD,400.184997558594,74070496.0,6089064890.62
2016-02-16 23:59:59,Bitcoin,BTC,USD,407.488006591797,73093104.0,6201590433.6
2016-02-17 23:59:59,Bitcoin,BTC,USD,416.321990966797,83193600.0,6337628173.8
2016-02-18 23:59:59,Bitcoin,BTC,USD,422.372985839844,76752600.0,6431547586.27
2016-02-19 23:59:59,Bitcoin,BTC,USD,420.785003662109,55711300.0,6408881658.38
2016-02-20 23:59:59,Bitcoin,BTC,USD,437.164001464844,93992096.0,6659985887.1
2016-02-21 23:59:59,Bitcoin,BTC,USD,438.798004150391,89820704.0,6686294224.5
2016-02-22 23:59:59,Bitcoin,BTC,USD,437.747985839844,85385200.0,6671673493.2
2016-02-23 23:59:59,Bitcoin,BTC,USD,420.735992431641,85244896.0,6413836323.2
2016-02-24 23:59:59,Bitcoin,BTC,USD,424.954986572266,67743696.0,6479395123.75
2016-02-25 23:59:59,Bitcoin,BTC,USD,424.544006347656,70798000.0,6474784225.6
2016-02-26 23:59:59,Bitcoin,BTC,USD,432.152008056641,61486000.0,6592327506.8
2016-02-27 23:59:59,Bitcoin,BTC,USD,432.519012451172,41893600.0,6599515470.68
2016-02-28 23:59:59,Bitcoin,BTC,USD,433.503997802734,53033400.0,6615986321.6
2016-02-29 23:59:59,Bitcoin,BTC,USD,437.696990966797,60694700.0,6681444705.0
2016-03-01 23:59:59,Bitcoin,BTC,USD,435.122985839844,74895800.0,6643686403.57
2016-03-02 23:59:59,Bitcoin,BTC,USD,423.989013671875,74955296.0,6475329603.6
2016-03-03 23:59:59,Bitcoin,BTC,USD,421.651000976562,100484000.0,6441066887.07
2016-03-04 23:59:59,Bitcoin,BTC,USD,410.938995361328,90856096.0,6279024638.3
2016-03-05 23:59:59,Bitcoin,BTC,USD,400.570007324219,135384992.0,6122091566.5
2016-03-06 23:59:59,Bitcoin,BTC,USD,407.707000732422,91212496.0,6232667872.38
2016-03-07 23:59:59,Bitcoin,BTC,USD,414.321014404297,85762400.0,6335164892.48
2016-03-08 23:59:59,Bitcoin,BTC,USD,413.971984863281,70311696.0,6331422308.9
2016-03-09 23:59:59,Bitcoin,BTC,USD,414.859985351562,70012304.0,6346735710.0
2016-03-10 23:59:59,Bitcoin,BTC,USD,417.131011962891,81022896.0,6383105414.4
2016-03-11 23:59:59,Bitcoin,BTC,USD,421.690002441406,73969696.0,6454555816.0
2016-03-12 23:59:59,Bitcoin,BTC,USD,411.623992919922,92712896.0,6301963440.0
2016-03-13 23:59:59,Bitcoin,BTC,USD,414.065002441406,74322800.0,6340701564.5
2016-03-14 23:59:59,Bitcoin,BTC,USD,416.43798828125,95259400.0,6378632900.75
2016-03-15 23:59:59,Bitcoin,BTC,USD,416.829986572266,66781700.0,6386304533.75
2016-03-16 23:59:59,Bitcoin,BTC,USD,417.010986328125,65185800.0,6390672724.45
2016-03-17 23:59:59,Bitcoin,BTC,USD,420.621002197266,83528600.0,6447467967.45
2016-03-18 23:59:59,Bitcoin,BTC,USD,409.548004150391,104940000.0,6279128503.8
2016-03-19 23:59:59,Bitcoin,BTC,USD,410.444000244141,58423000.0,6294271612.1
2016-03-20 23:59:59,Bitcoin,BTC,USD,413.755004882812,45947900.0,6346546569.5
2016-03-21 23:59:59,Bitcoin,BTC,USD,413.307006835938,61655400.0,6341110984.12
2016-03-22 23:59:59,Bitcoin,BTC,USD,418.088989257812,66813300.0,6416025150.68
2016-03-23 23:59:59,Bitcoin,BTC,USD,418.040985107422,61444200.0,6416845741.8
2016-03-24 23:59:59,Bitcoin,BTC,USD,416.394012451172,68346704.0,6393094869.15
2016-03-25 23:59:59,Bitcoin,BTC,USD,417.177001953125,52560000.0,6406608047.85
2016-03-26 23:59:59,Bitcoin,BTC,USD,417.945007324219,44650400.0,6420042696.38
2016-03-27 23:59:59,Bitcoin,BTC,USD,426.765014648438,71229400.0,6557030842.5
2016-03-28 23:59:59,Bitcoin,BTC,USD,424.230987548828,68522800.0,6519889575.48
2016-03-29 23:59:59,Bitcoin,BTC,USD,416.515991210938,75411504.0,6402954687.4
2016-03-30 23:59:59,Bitcoin,BTC,USD,414.816009521484,66034100.0,6378356001.6
2016-03-31 23:59:59,Bitcoin,BTC,USD,416.72900390625,60215200.0,6409062819.05
2016-04-01 23:59:59,Bitcoin,BTC,USD,417.959991455078,51235700.0,6429593619.0
2016-04-02 23:59:59,Bitcoin,BTC,USD,420.872985839844,45681200.0,6475857110.93
2016-04-03 23:59:59,Bitcoin,BTC,USD,420.903991699219,38053700.0,6477828308.6
2016-04-04 23:59:59,Bitcoin,BTC,USD,421.444000244141,50634300.0,6487898585.8
2016-04-05 23:59:59,Bitcoin,BTC,USD,424.029998779297,60718000.0,6529351749.75
2016-04-06 23:59:59,Bitcoin,BTC,USD,423.412994384766,59091000.0,6521491708.6
2016-04-07 23:59:59,Bitcoin,BTC,USD,422.744995117188,57858600.0,6512693215.12
2016-04-08 23:59:59,Bitcoin,BTC,USD,420.348999023438,63454700.0,6477294354.43
2016-04-09 23:59:59,Bitcoin,BTC,USD,419.411010742188,49792700.0,6464539022.12
